sensor_name,statistics_type,description,unit,is_angle,is_counter,is_angle_bool,is_counter_bool,farm
sensor_0,average,Ambient temperature,�C,False,False,False,False,Wind Farm A
sensor_1,average,Wind absolute direction,�,True,False,True,False,Wind Farm A
sensor_2,average,Wind relative direction,�,True,False,True,False,Wind Farm A
wind_speed_3,"maximum,minimum,average,std_dev",Windspeed,m/s,False,False,False,False,Wind Farm A
wind_speed_4,average,Estimated windspeed,m/s,False,False,False,False,Wind Farm A
sensor_5,"maximum,minimum,std_dev,average",Pitch angle,�,True,False,True,False,Wind Farm A
sensor_6,average,Temperature in the hub controller,�C,False,False,False,False,Wind Farm A
sensor_7,average,Temperature in the top nacelle controller,�C,False,False,False,False,Wind Farm A
sensor_8,average,Temperature in the choke coils on the VCS-section,�C,False,False,False,False,Wind Farm A
sensor_9,average,Temperature on the VCP-board,�C,False,False,False,False,Wind Farm A
sensor_10,average,Temperature in the VCS cooling water,�C,False,False,False,False,Wind Farm A
sensor_11,average,Temperature in gearbox bearing on high speed shaft,�C,False,False,False,False,Wind Farm A
sensor_12,average,Temperature oil in gearbox,�C,False,False,False,False,Wind Farm A
sensor_13,average,Temperature in generator bearing 2 (Drive End),�C,False,False,False,False,Wind Farm A
sensor_14,average,Temperature in generator bearing 1 (Non-Drive End),�C,False,False,False,False,Wind Farm A
sensor_15,average,Temperature inside generator in stator windings phase 1,�C,False,False,False,False,Wind Farm A
sensor_16,average,Temperature inside generator in stator windings phase 2,�C,False,False,False,False,Wind Farm A
sensor_17,average,Temperature inside generator in stator windings phase 3,�C,False,False,False,False,Wind Farm A
sensor_18,"maximum,minimum,average,std_dev",Generator rpm in latest period,rpm,False,False,False,False,Wind Farm A
sensor_19,average,Temperature in the split ring chamber,�C,False,False,False,False,Wind Farm A
sensor_20,average,Temperature in the busbar section,�C,False,False,False,False,Wind Farm A
sensor_21,average,Temperature measured by the IGBT-driver on the grid side inverter,�C,False,False,False,False,Wind Farm A
sensor_22,average,Actual phase displacement,,False,False,False,False,Wind Farm A
sensor_23,average,Averaged current in phase 1,A,False,False,False,False,Wind Farm A
sensor_24,average,Averaged current in phase 2,A,False,False,False,False,Wind Farm A
sensor_25,average,Averaged current in phase 3,A,False,False,False,False,Wind Farm A
sensor_26,average,Grid frequency,Hz,False,False,False,False,Wind Farm A
reactive_power_27,"average,maximum,minimum,std_dev",Possible grid capacitive reactive power,kVAr,False,False,False,False,Wind Farm A
reactive_power_28,"average,maximum,minimum,std_dev",Possible grid inductive reactive power,kVAr,False,False,False,False,Wind Farm A
power_29,"maximum,std_dev,average,minimum",Possible grid active power,kW,False,False,False,False,Wind Farm A
power_30,"maximum,std_dev,minimum,average",Grid power,kW,False,False,False,False,Wind Farm A
sensor_31,"average,maximum,minimum,std_dev",Grid reactive power,kVAr,False,False,False,False,Wind Farm A
sensor_32,average,Averaged voltage in phase 1,V,False,False,False,False,Wind Farm A
sensor_33,average,Averaged voltage in phase 2,V,False,False,False,False,Wind Farm A
sensor_34,average,Averaged voltage in phase 3,V,False,False,False,False,Wind Farm A
sensor_35,average,Temperature measured by the IGBT-driver on the rotor side inverter phase1,�C,False,False,False,False,Wind Farm A
sensor_36,average,Temperature measured by the IGBT-driver on the rotor side inverter phase2,�C,False,False,False,False,Wind Farm A
sensor_37,average,Temperature measured by the IGBT-driver on the rotor side inverter phase3,�C,False,False,False,False,Wind Farm A
sensor_38,average,Temperature in HV transformer phase L1,�C,False,False,False,False,Wind Farm A
sensor_39,average,Temperature in HV transformer phase L2,�C,False,False,False,False,Wind Farm A
sensor_40,average,Temperature in HV transformer phase L3,�C,False,False,False,False,Wind Farm A
sensor_41,average,Temperature oil in hydraulic group,�C,False,False,False,False,Wind Farm A
sensor_42,average,Nacelle direction,�,True,False,True,False,Wind Farm A
sensor_43,average,Nacelle temperature,�C,False,False,False,False,Wind Farm A
sensor_44,average,Active power - generator disconnected,Wh,False,False,False,False,Wind Farm A
sensor_45,average,Active power - generator connected in delta,Wh,False,False,False,False,Wind Farm A
sensor_46,average,Active power - generator connected in star,Wh,False,False,False,False,Wind Farm A
sensor_47,average,Reactive power - generator disconnected,VArh,False,False,False,False,Wind Farm A
sensor_48,average,Reactive power - generator connected in delta,VArh,False,False,False,False,Wind Farm A
sensor_49,average,Reactive power - generator connected in star,VArh,False,False,False,False,Wind Farm A
sensor_50,average,Total active power,Wh,False,False,False,False,Wind Farm A
sensor_51,average,Total reactive power,VArh,False,False,False,False,Wind Farm A
sensor_52,"minimum,average,std_dev,maximum",Rotor rpm,rpm,False,False,False,False,Wind Farm A
sensor_53,average,Temperature in the nose cone,�C,False,False,False,False,Wind Farm A
sensor_0,"maximum,minimum,average,std_dev",Total negative reactive power,kvarh,False,True,False,True,Wind Farm B
sensor_1,"maximum,std_dev,average,minimum",Total negative active power,kWh,False,True,False,True,Wind Farm B
sensor_2,"average,minimum,maximum,std_dev",Total positive reactive power,kvarh,False,True,False,True,Wind Farm B
sensor_3,"maximum,std_dev,minimum,average",Total positive active power,kWh,False,True,False,True,Wind Farm B
sensor_4,"average,maximum,minimum,std_dev",Absolute wind direction,�,True,False,True,False,Wind Farm B
sensor_5,"average,maximum,std_dev,minimum",Torque delta calculated,kNm,False,False,False,False,Wind Farm B
sensor_6,"average,minimum,std_dev,maximum",Wind speed anemometer 2 calculated,m/s,False,False,False,False,Wind Farm B
sensor_7,"std_dev,maximum,minimum,average",Cable load,%,False,False,False,False,Wind Farm B
sensor_8,"maximum,average,minimum,std_dev",Outside temperature,�C,False,False,False,False,Wind Farm B
sensor_9,"average,minimum,maximum,std_dev",Estimated tower natural frequency,mHz,False,False,False,False,Wind Farm B
sensor_10,"maximum,std_dev,average,minimum",Pitch angle,�,True,False,True,False,Wind Farm B
reactive_power_11,"average,std_dev,maximum,minimum",Reactive power,kvar,False,False,False,False,Wind Farm B
sensor_12,"average,maximum,std_dev,minimum",Torque estimated,Nm,False,False,False,False,Wind Farm B
sensor_13,"std_dev,average,maximum,minimum",RMS voltage L1,V,False,False,False,False,Wind Farm B
sensor_14,"maximum,std_dev,average,minimum",RMS voltage L2,V,False,False,False,False,Wind Farm B
sensor_15,"average,std_dev,maximum,minimum",RMS voltage L3,V,False,False,False,False,Wind Farm B
sensor_16,"maximum,minimum,average,std_dev",RMS current L1,A,False,False,False,False,Wind Farm B
sensor_17,"average,maximum,minimum,std_dev",RMS current L2,A,False,False,False,False,Wind Farm B
sensor_18,"average,minimum,std_dev,maximum",RMS current L3,A,False,False,False,False,Wind Farm B
sensor_19,"maximum,minimum,average,std_dev",Generator converter rotational peed,rpm,False,False,False,False,Wind Farm B
sensor_20,"std_dev,maximum,minimum,average",Gearbox rotational speed,rpm,False,False,False,False,Wind Farm B
sensor_21,"minimum,maximum,std_dev,average",Nacelle direction,�,True,False,True,False,Wind Farm B
sensor_22,"std_dev,maximum,minimum,average",Hub temperature,�C,False,False,False,False,Wind Farm B
sensor_23,"minimum,average,maximum,std_dev",Grid frequency,Hz,False,False,False,False,Wind Farm B
sensor_24,"average,maximum,minimum,std_dev",Grid voltage,V,False,False,False,False,Wind Farm B
sensor_25,"average,maximum,minimum,std_dev",Rotor speed,rpm,False,False,False,False,Wind Farm B
sensor_26,"minimum,std_dev,average,maximum",Apparent power,kVA,False,False,False,False,Wind Farm B
sensor_27,"maximum,minimum,std_dev,average",Current,A,False,False,False,False,Wind Farm B
sensor_28,"std_dev,minimum,average,maximum",Motor current axis 1,A,False,False,False,False,Wind Farm B
sensor_29,"average,minimum,std_dev,maximum",Motor current axis 2,A,False,False,False,False,Wind Farm B
sensor_30,"maximum,std_dev,minimum,average",Motor current axis 3,A,False,False,False,False,Wind Farm B
sensor_31,"average,minimum,std_dev,maximum",Temperature internal consumption transformer,�C,False,False,False,False,Wind Farm B
sensor_32,"average,maximum,minimum,std_dev",Generator bearing temperature 1,�C,False,False,False,False,Wind Farm B
sensor_33,"average,maximum,minimum,std_dev",Generator bearing temperature 2,�C,False,False,False,False,Wind Farm B
sensor_34,"average,maximum,std_dev,minimum",Gearbox bearing temperature 1,�C,False,False,False,False,Wind Farm B
sensor_35,"minimum,std_dev,average,maximum",Gearbox bearing temperature 2,�C,False,False,False,False,Wind Farm B
sensor_36,"minimum,std_dev,maximum,average",Gearbox bearing temperature 3,�C,False,False,False,False,Wind Farm B
sensor_37,"minimum,maximum,std_dev,average",Gearbox bearing temperature 4,�C,False,False,False,False,Wind Farm B
sensor_38,"maximum,minimum,std_dev,average",Gearbox oil inlet temperature,�C,False,False,False,False,Wind Farm B
sensor_39,"average,maximum,minimum,std_dev",Gearbox oil tank temperature,�C,False,False,False,False,Wind Farm B
sensor_40,"minimum,std_dev,average,maximum",Transformator core temperature,�C,False,False,False,False,Wind Farm B
sensor_41,"average,std_dev,maximum,minimum",Transformer L1 (mid-voltage) temperature ,�C,False,False,False,False,Wind Farm B
sensor_42,"maximum,minimum,std_dev,average",Transformer L1 (undervoltage) temperature ,�C,False,False,False,False,Wind Farm B
sensor_43,"maximum,average,minimum,std_dev",Transformer L2 (mid-voltage) temperature ,�C,False,False,False,False,Wind Farm B
sensor_44,"maximum,average,minimum,std_dev",Transformer L2 (undervoltage) temperature ,�C,False,False,False,False,Wind Farm B
sensor_45,"average,maximum,minimum,std_dev",Transformer L3 (mid-voltage) temperature ,�C,False,False,False,False,Wind Farm B
sensor_46,"std_dev,average,maximum,minimum",Transformer L3 (undervoltage) temperature ,�C,False,False,False,False,Wind Farm B
sensor_47,"maximum,minimum,std_dev,average",Transformer cell temperature,�C,False,False,False,False,Wind Farm B
sensor_48,"maximum,std_dev,average,minimum",Motor temperature axis 1,�C,False,False,False,False,Wind Farm B
sensor_49,"average,minimum,maximum,std_dev",Motor temperature axis 2,�C,False,False,False,False,Wind Farm B
sensor_50,"std_dev,maximum,minimum,average",Motor temperature axis 3,�C,False,False,False,False,Wind Farm B
sensor_51,"average,std_dev,maximum,minimum",Rotor bearing temperature 1,�C,False,False,False,False,Wind Farm B
sensor_52,"maximum,minimum,std_dev,average",Rotor bearing temperature 2,�C,False,False,False,False,Wind Farm B
sensor_53,"maximum,minimum,average,std_dev",Slip ring temperature Generator,�C,False,False,False,False,Wind Farm B
sensor_54,"maximum,minimum,std_dev,average",Drive train vibration axis Z,mG,False,False,False,False,Wind Farm B
sensor_55,"average,maximum,minimum,std_dev",Tower vibration axis X,mG,False,False,False,False,Wind Farm B
sensor_56,"maximum,minimum,average,std_dev",Tower vibration axis Y,mG,False,False,False,False,Wind Farm B
sensor_57,"average,std_dev,maximum,minimum",Inverter torque,Nm,False,False,False,False,Wind Farm B
power_58,"maximum,minimum,average,std_dev",Available power,kW,False,False,False,False,Wind Farm B
wind_speed_59,"average,maximum,minimum,std_dev",Wind speed 1,m/s,False,False,False,False,Wind Farm B
wind_speed_60,"average,minimum,maximum,std_dev",Wind speed 2,m/s,False,False,False,False,Wind Farm B
wind_speed_61,"minimum,average,maximum,std_dev",Wind speed,m/s,False,False,False,False,Wind Farm B
power_62,"minimum,std_dev,maximum,average",Active power,kW,False,False,False,False,Wind Farm B
sensor_0,"maximum,minimum,std_dev,average","ABB-LS Input K1, IL1",A,False,False,False,False,Wind Farm C
sensor_1,"maximum,minimum,std_dev,average",Generator acceleration,rpm/s,False,False,False,False,Wind Farm C
power_2,"average,maximum,std_dev,minimum",ABB-LS Active Power,kW,False,False,False,False,Wind Farm C
sensor_3,"average,maximum,minimum,std_dev",Active power aeration motor A,%,False,False,False,False,Wind Farm C
sensor_4,"average,maximum,minimum,std_dev",Active power aeration motor B,%,False,False,False,False,Wind Farm C
power_5,"average,maximum,minimum,std_dev",Active power grid side converter,kW,False,False,False,False,Wind Farm C
power_6,"average,maximum,minimum,std_dev",Active power HV grid,kW,False,False,False,False,Wind Farm C
sensor_7,"average,maximum,minimum,std_dev",Ambient temperature,Celsius,False,False,False,False,Wind Farm C
sensor_8,"average,maximum,minimum,std_dev",Generator angle speed,rad/s,False,False,False,False,Wind Farm C
sensor_9,"average,maximum,minimum,std_dev",Battery charge 1,A,False,False,False,False,Wind Farm C
sensor_10,"average,maximum,minimum,std_dev",Battery charge 2,A,False,False,False,False,Wind Farm C
sensor_11,"average,maximum,minimum,std_dev",Battery charge 3,A,False,False,False,False,Wind Farm C
sensor_12,"average,maximum,minimum,std_dev",Battery discharge current axis 1,A,False,False,False,False,Wind Farm C
sensor_13,"average,maximum,minimum,std_dev",Battery discharge current axis 2,A,False,False,False,False,Wind Farm C
sensor_14,"average,minimum,std_dev,maximum",Battery discharge current axis 3,A,False,False,False,False,Wind Farm C
sensor_15,"average,maximum,minimum,std_dev",Board temperature,Celsius,False,False,False,False,Wind Farm C
sensor_16,"average,maximum,minimum,std_dev",Compensation angle I/U converter,deg,True,False,True,False,Wind Farm C
power_17,"average,minimum,std_dev,maximum",Active power converter,kW,False,False,False,False,Wind Farm C
sensor_18,"average,maximum,minimum,std_dev",Generator cooling air temperature A,Celsius,False,False,False,False,Wind Farm C
sensor_19,"average,maximum,minimum,std_dev",Generator cooling air temperature B,Celsius,False,False,False,False,Wind Farm C
sensor_20,"average,maximum,minimum,std_dev",Generator cooling air temperature C,Celsius,False,False,False,False,Wind Farm C
sensor_21,"average,maximum,std_dev,minimum",Generator cooling air temperature D,Celsius,False,False,False,False,Wind Farm C
sensor_22,"average,maximum,minimum,std_dev",Current hydraulic tank heating,A,False,False,False,False,Wind Farm C
sensor_23,"average,maximum,minimum,std_dev",Current water cooler pump 1,A,False,False,False,False,Wind Farm C
sensor_24,"average,maximum,minimum,std_dev",Current water cooler pump 2,A,False,False,False,False,Wind Farm C
sensor_25,"average,maximum,minimum,std_dev",Current drain 24V nacelle,A,False,False,False,False,Wind Farm C
sensor_26,"std_dev,minimum,average,maximum",Current drain pitch L1,A,False,False,False,False,Wind Farm C
sensor_27,"average,std_dev,maximum,minimum",Current yaw motor A,A,False,False,False,False,Wind Farm C
sensor_28,"average,maximum,minimum,std_dev",Current yaw motor B,A,False,False,False,False,Wind Farm C
sensor_29,"average,maximum,minimum,std_dev",Current yaw motor C,A,False,False,False,False,Wind Farm C
sensor_30,"average,maximum,std_dev,minimum",Current yaw motor D,A,False,False,False,False,Wind Farm C
sensor_31,"average,maximum,minimum,std_dev",Current yaw motor E,A,False,False,False,False,Wind Farm C
sensor_32,"average,maximum,minimum,std_dev",Current yaw motor F,A,False,False,False,False,Wind Farm C
sensor_33,"average,maximum,minimum,std_dev",Current yaw motor G,A,False,False,False,False,Wind Farm C
sensor_34,"average,minimum,std_dev,maximum",Current yaw motor H,A,False,False,False,False,Wind Farm C
sensor_35,"maximum,std_dev,average,minimum",DC link voltage converter,V,False,False,False,False,Wind Farm C
sensor_36,"average,minimum,std_dev,maximum",Direct current link volt axis 1,V,False,False,False,False,Wind Farm C
sensor_37,"average,minimum,std_dev,maximum",Direct current link volt axis 2,V,False,False,False,False,Wind Farm C
sensor_38,"average,maximum,minimum,std_dev",Direct current link volt axis 3,V,False,False,False,False,Wind Farm C
sensor_39,"average,maximum,minimum,std_dev",Electrical cabinet ambient temperature,Celsius,False,False,False,False,Wind Farm C
sensor_40,"average,maximum,minimum,std_dev",Nacelle external air pressure,hPa,False,False,False,False,Wind Farm C
sensor_41,"average,maximum,minimum,std_dev",Nacelle outside temperature,Celsius,False,False,False,False,Wind Farm C
sensor_42,"average,maximum,minimum,std_dev",Rotor bearing flow rate,L/min,False,False,False,False,Wind Farm C
sensor_43,"average,maximum,minimum,std_dev",Flow meter stator cooler,l/h,False,False,False,False,Wind Farm C
sensor_44,"average,maximum,minimum,std_dev",Fluid level oil container A1,%,False,False,False,False,Wind Farm C
sensor_45,"maximum,minimum,std_dev,average",Fluid level oil container A2,%,False,False,False,False,Wind Farm C
sensor_46,"average,maximum,minimum,std_dev",Water temperature flow TT1,Celsius,False,False,False,False,Wind Farm C
sensor_47,"average,maximum,minimum,std_dev",Mains frequency OS-side,Hz,False,False,False,False,Wind Farm C
sensor_48,"average,maximum,minimum,std_dev",Hydraulic pressure Aggregate System pressure,bar,False,False,False,False,Wind Farm C
sensor_49,"average,minimum,maximum,std_dev",Hydraulic pressure azimuth circuit A,bar,False,False,False,False,Wind Farm C
sensor_50,"average,minimum,std_dev,maximum",Hydraulic pressure azimuth circuit B,bar,False,False,False,False,Wind Farm C
sensor_51,"average,maximum,minimum,std_dev",Hydraulic pressure azimuth memory A,bar,False,False,False,False,Wind Farm C
sensor_52,"maximum,minimum,std_dev,average",Hydraulic pressure azimuth memory B,bar,False,False,False,False,Wind Farm C
sensor_53,"average,minimum,std_dev,maximum",Hydraulic pressure locking memory ,bar,False,False,False,False,Wind Farm C
sensor_54,"average,maximum,minimum,std_dev",Hydraulic pressure rotor brake B,bar,False,False,False,False,Wind Farm C
sensor_55,"average,maximum,minimum,std_dev",Hydraulic pressure rotor brake A,bar,False,False,False,False,Wind Farm C
sensor_56,"average,maximum,minimum,std_dev","ABB-LS Input K1, IL2",A,False,False,False,False,Wind Farm C
sensor_57,"average,maximum,minimum,std_dev","ABB-LS Input K1, IL3",A,False,False,False,False,Wind Farm C
sensor_58,"average,maximum,minimum,std_dev","ABB-LS Input K4, UL1",V,False,False,False,False,Wind Farm C
sensor_59,"average,maximum,minimum,std_dev","ABB-LS Input K4, UL2",V,False,False,False,False,Wind Farm C
sensor_60,"average,maximum,minimum,std_dev","ABB-LS Input K4, UL3",V,False,False,False,False,Wind Farm C
sensor_61,"average,maximum,std_dev,minimum",Nacelle air pressure,hPa,False,False,False,False,Wind Farm C
sensor_62,"maximum,std_dev,average,minimum",Temperature Axis 1,Celsius,False,False,False,False,Wind Farm C
sensor_63,"average,maximum,std_dev,minimum",Temperature Axis 2,Celsius,False,False,False,False,Wind Farm C
sensor_64,"maximum,std_dev,minimum,average",Temperature Axis 3,Celsius,False,False,False,False,Wind Farm C
sensor_65,"maximum,std_dev,minimum,average",Hub temperature,Celsius,False,False,False,False,Wind Farm C
sensor_66,"average,maximum,std_dev,minimum",Internal consumption current L1,A,False,False,False,False,Wind Farm C
sensor_67,"average,maximum,minimum,std_dev",Internal consumption current L2,A,False,False,False,False,Wind Farm C
